,CustomerID,Recency,Frequency,Monetary,R_Score,log_Monetary,log_Frequency,F_Score,M_Score,RFM_Score,Segment
0,12346.0,326,1,124.8,1,4.8346933442663405,0.6931471805599453,1,1,111,At Risk Loyal
1,12347.0,2,7,4185.2,4,8.339548680173246,2.0794415416798357,4,4,444,Champions
2,12348.0,75,4,1530.03,2,7.333695990501628,1.6094379124341003,3,3,233,Loyal Customers
3,12349.0,19,1,1443.5,3,7.2755185199062895,0.6931471805599453,1,3,313,Potential Loyalists
4,12350.0,310,1,309.35,1,5.7377006928596614,0.6931471805599453,1,2,112,At Risk Loyal
5,12352.0,36,8,1535.24,3,7.337093151501858,2.1972245773362196,4,3,343,Loyal Customers
6,12353.0,204,1,89.0,1,4.499809670330265,0.6931471805599453,1,1,111,At Risk Loyal
7,12354.0,232,1,1073.4,1,6.979517645209028,0.6931471805599453,1,3,113,At Risk Loyal
8,12355.0,214,1,459.40000000000003,1,6.132095676847728,0.6931471805599453,1,2,112,At Risk Loyal
9,12356.0,23,3,2756.53,3,7.922090630488241,1.3862943611198906,3,4,334,Loyal Customers
10,12357.0,33,1,6197.62,3,8.732081965613274,0.6931471805599453,1,4,314,Potential Loyalists
11,12358.0,2,2,1017.7600000000001,4,6.9263414804578165,1.0986122886681098,2,3,423,New Customers
12,12359.0,58,4,5128.53,2,8.542769316033914,1.6094379124341003,3,4,234,Loyal Customers
13,12360.0,52,3,2424.61,2,7.793838318130847,1.3862943611198906,3,4,234,Loyal Customers
14,12361.0,287,1,189.85,1,5.251487779191239,0.6931471805599453,1,1,111,At Risk Loyal
15,12362.0,3,10,5167.63,4,8.550362942057514,2.3978952727983707,4,4,444,Champions
16,12363.0,110,2,552.0,2,6.315358001522335,1.0986122886681098,2,2,222,At Risk Loyal
17,12364.0,8,4,1291.15,4,7.164062776674779,1.6094379124341003,3,3,433,Loyal Customers
18,12365.0,291,2,335.64,1,5.819014110109291,1.0986122886681098,2,2,122,At Risk Loyal
19,12367.0,4,1,165.85,4,5.117095205197383,0.6931471805599453,1,1,411,New Customers
20,12370.0,51,4,3396.23,3,8.1307156726687,1.6094379124341003,3,4,334,Loyal Customers
21,12371.0,45,2,1662.51,3,7.416685106862164,1.0986122886681098,2,4,324,Potential Loyalists
22,12372.0,72,3,1285.74,2,7.1598671669852765,1.3862943611198906,3,3,233,Loyal Customers
23,12373.0,311,1,339.55,1,5.830561957687327,0.6931471805599453,1,2,112,At Risk Loyal
24,12374.0,25,1,663.78,3,6.499456158852838,0.6931471805599453,1,3,313,Potential Loyalists
25,12375.0,11,2,407.40000000000003,4,6.01224708629051,1.0986122886681098,2,2,422,New Customers
26,12377.0,315,2,1578.02,1,7.364559680419885,1.0986122886681098,2,3,123,At Risk Loyal
27,12378.0,130,1,3969.34,2,8.286607012331523,0.6931471805599453,1,4,214,At Risk Loyal
28,12379.0,82,2,851.99,2,6.748747824093535,1.0986122886681098,2,3,223,At Risk Loyal
29,12380.0,22,4,2621.96,3,7.872058730036528,1.6094379124341003,3,4,334,Loyal Customers
30,12381.0,5,5,1619.86,4,7.3907121515654115,1.791759469228055,3,4,434,Loyal Customers
31,12383.0,185,5,1829.22,1,7.512191457189028,1.791759469228055,3,4,134,Loyal Customers
32,12384.0,29,2,485.07,3,6.186352646450559,1.0986122886681098,2,2,322,Potential Loyalists
33,12386.0,338,2,401.9,1,5.998688392197302,1.0986122886681098,2,2,122,At Risk Loyal
34,12388.0,16,6,2780.6600000000003,4,7.930803150780257,1.9459101490553132,4,4,444,Champions
35,12390.0,80,1,545.69,2,6.303881914166074,0.6931471805599453,1,2,212,At Risk Loyal
36,12391.0,22,1,437.66,3,6.0837246255332795,0.6931471805599453,1,2,312,Potential Loyalists
37,12393.0,72,4,1582.6000000000001,2,7.3674560152319755,1.6094379124341003,3,4,234,Loyal Customers
38,12394.0,64,2,1005.5699999999999,2,6.9143037905999005,1.0986122886681098,2,3,223,At Risk Loyal
39,12395.0,19,12,2971.58,3,7.9971855415753605,2.5649493574615367,4,4,344,Loyal Customers
40,12397.0,36,2,2395.25,3,7.781660294359854,1.0986122886681098,2,4,324,Potential Loyalists
41,12398.0,46,1,1510.4099999999999,3,7.320798268946893,0.6931471805599453,1,3,313,Potential Loyalists
42,12399.0,119,4,1108.3999999999999,2,7.011574607621134,1.6094379124341003,3,3,233,Loyal Customers
43,12401.0,303,1,84.25,1,4.445588116163626,0.6931471805599453,1,1,111,At Risk Loyal
44,12402.0,323,1,225.5,1,5.422744944923089,0.6931471805599453,1,1,111,At Risk Loyal
45,12403.0,50,1,421.6,3,6.046426105181957,0.6931471805599453,1,2,312,Potential Loyalists
46,12405.0,149,1,1509.99,1,7.320520344117154,0.6931471805599453,1,3,113,At Risk Loyal
47,12406.0,22,2,3415.3,3,8.136313373066384,1.0986122886681098,2,4,324,Potential Loyalists
48,12407.0,50,5,1652.83,3,7.410849089164655,1.791759469228055,3,4,334,Loyal Customers
49,12408.0,33,5,2875.65,3,7.964381701649822,1.791759469228055,3,4,334,Loyal Customers
50,12409.0,79,3,11052.27,2,9.310481590769772,1.3862943611198906,3,4,234,Loyal Customers
51,12410.0,309,2,593.13,1,6.387098150636191,1.0986122886681098,2,2,122,At Risk Loyal
52,12412.0,75,3,1217.63,2,7.10548255592594,1.3862943611198906,3,3,233,Loyal Customers
53,12413.0,67,3,730.9000000000001,2,6.595643892607182,1.3862943611198906,3,3,233,Loyal Customers
54,12414.0,217,3,487.26,1,6.190848050857853,1.3862943611198906,3,2,132,At Risk Loyal
55,12415.0,24,21,99764.92,3,11.510581921015039,3.091042453358316,4,4,344,Loyal Customers
56,12417.0,3,9,3567.85,4,8.179998694027502,2.302585092994046,4,4,444,Champions
57,12418.0,113,1,668.58,2,6.506650650150935,0.6931471805599453,1,3,213,At Risk Loyal
58,12420.0,64,1,596.39,2,6.392570166438693,0.6931471805599453,1,2,212,At Risk Loyal
59,12421.0,16,4,728.74,4,6.592688306317277,1.6094379124341003,3,3,433,Loyal Customers
60,12422.0,96,3,728.4100000000001,2,6.592235988179147,1.3862943611198906,3,3,233,Loyal Customers
61,12423.0,1,8,1854.56,4,7.525941816275339,2.1972245773362196,4,4,444,Champions
62,12424.0,163,2,1735.52,1,7.4596383895379015,1.0986122886681098,2,4,124,At Risk Loyal
63,12425.0,78,1,777.2,2,6.6569835605504535,0.6931471805599453,1,3,213,At Risk Loyal
64,12426.0,195,1,568.53,1,6.344811459287344,0.6931471805599453,1,2,112,At Risk Loyal
65,12427.0,22,3,769.1700000000001,3,6.646611269700363,1.3862943611198906,3,3,333,Loyal Customers
66,12428.0,26,9,6804.91,3,8.825546631347207,2.302585092994046,4,4,344,Loyal Customers
67,12429.0,9,4,3672.45,4,8.208886553970016,1.6094379124341003,3,4,434,Loyal Customers
68,12430.0,43,1,231.35,3,5.448244855530987,0.6931471805599453,1,1,311,Potential Loyalists
69,12431.0,36,15,5752.56,3,8.657574072644003,2.772588722239781,4,4,344,Loyal Customers
70,12432.0,43,5,4194.17,3,8.341689142514063,1.791759469228055,3,4,334,Loyal Customers
71,12433.0,1,7,13185.31,4,9.486934449179998,2.0794415416798357,4,4,444,Champions
72,12434.0,85,2,806.14,2,6.6934971352559,1.0986122886681098,2,3,223,At Risk Loyal
73,12435.0,80,2,7626.85,2,8.939561302132626,1.0986122886681098,2,4,224,At Risk Loyal
74,12436.0,100,1,458.90999999999997,2,6.1310308181668445,0.6931471805599453,1,2,212,At Risk Loyal
75,12437.0,2,18,4866.01,4,8.490235064485134,2.9444389791664403,4,4,444,Champions
76,12438.0,14,2,2631.3,4,7.875613267712699,1.0986122886681098,2,4,424,New Customers
77,12441.0,367,1,170.5,1,5.144583266605995,0.6931471805599453,1,1,111,At Risk Loyal
78,12442.0,3,1,159.01,4,5.075236313280783,0.6931471805599453,1,1,411,New Customers
79,12444.0,21,5,4335.31,3,8.37477903502882,1.791759469228055,3,4,334,Loyal Customers
80,12445.0,22,1,107.3,3,4.684905154006945,0.6931471805599453,1,1,311,Potential Loyalists
81,12446.0,58,1,1002.3100000000001,2,6.9110598129904375,0.6931471805599453,1,3,213,At Risk Loyal
82,12447.0,243,1,476.34000000000003,1,6.168229025235398,0.6931471805599453,1,2,112,At Risk Loyal
83,12448.0,44,1,360.25,3,5.889570239426642,0.6931471805599453,1,2,312,Potential Loyalists
84,12449.0,22,4,4044.79,3,8.305432113266491,1.6094379124341003,3,4,334,Loyal Customers
85,12450.0,156,2,197.88,1,5.292701627762401,1.0986122886681098,2,1,121,At Risk Loyal
86,12451.0,11,5,8984.47,4,9.103364107254134,1.791759469228055,3,4,434,Loyal Customers
87,12452.0,17,2,380.47,4,5.944032210673093,1.0986122886681098,2,2,422,New Customers
88,12453.0,134,1,707.09,2,6.562571204258897,0.6931471805599453,1,3,213,At Risk Loyal
89,12454.0,56,1,2950.34,2,7.990014583487475,0.6931471805599453,1,4,214,At Risk Loyal
90,12455.0,73,6,2322.21,2,7.750705129028926,1.9459101490553132,4,4,244,Loyal Customers
91,12456.0,44,3,2805.29,3,7.939618605286529,1.3862943611198906,3,4,334,Loyal Customers
92,12457.0,66,7,2146.83,2,7.672213309107553,2.0794415416798357,4,4,244,Loyal Customers
93,12458.0,71,2,847.2,2,6.7431164570404905,1.0986122886681098,2,3,223,At Risk Loyal
94,12461.0,94,2,701.63,2,6.554830437468419,1.0986122886681098,2,3,223,At Risk Loyal
95,12462.0,19,2,1072.1399999999999,3,6.978344209422425,1.0986122886681098,2,3,323,Potential Loyalists
96,12463.0,53,4,1320.38,2,7.186431924018855,1.6094379124341003,3,3,233,Loyal Customers
97,12464.0,10,8,1199.2,4,7.090243488555412,2.1972245773362196,4,3,443,Loyal Customers
98,12465.0,17,2,741.99,4,6.610682585676985,1.0986122886681098,2,3,423,New Customers
99,12468.0,188,2,717.34,1,6.576942994569132,1.0986122886681098,2,3,123,At Risk Loyal
100,12471.0,2,30,19001.25,4,9.85231267218999,3.4339872044851463,4,4,444,Champions
101,12472.0,32,7,6478.71,3,8.776431035258451,2.0794415416798357,4,4,344,Loyal Customers
102,12473.0,29,5,2878.73,3,7.965451818735185,1.791759469228055,3,4,334,Loyal Customers
103,12474.0,17,18,7188.34,4,8.880354652343197,2.9444389791664403,4,4,444,Champions
104,12475.0,54,1,714.23,2,6.572604169288307,0.6931471805599453,1,3,213,At Risk Loyal
105,12476.0,16,11,6651.87,4,8.802803619493861,2.4849066497880004,4,4,444,Champions
106,12477.0,23,6,13213.74,3,9.48908815223266,1.9459101490553132,4,4,344,Loyal Customers
107,12478.0,4,1,590.84,4,6.383236328084144,0.6931471805599453,1,2,412,New Customers
108,12479.0,11,1,518.05,4,6.252000217639254,0.6931471805599453,1,2,412,New Customers
109,12480.0,28,4,3095.73,3,8.038101995029665,1.6094379124341003,3,4,334,Loyal Customers
110,12481.0,23,10,5474.22,3,8.607987736525802,2.3978952727983707,4,4,344,Loyal Customers
111,12483.0,17,8,2150.1800000000003,4,7.673771807774955,2.1972245773362196,4,4,444,Champions
112,12484.0,33,6,4253.27,3,8.355678463421667,1.9459101490553132,4,4,344,Loyal Customers
113,12488.0,10,3,1269.51,4,7.147173673646205,1.3862943611198906,3,3,433,Loyal Customers
114,12489.0,336,1,326.83,1,5.792495181341137,0.6931471805599453,1,2,112,At Risk Loyal
115,12490.0,5,10,5323.38,4,8.580051551874021,2.3978952727983707,4,4,444,Champions
116,12491.0,39,1,454.3,3,6.120956542340736,0.6931471805599453,1,2,312,Potential Loyalists
117,12492.0,63,2,257.11,2,5.55338585064662,1.0986122886681098,2,1,221,At Risk Loyal
118,12493.0,166,2,422.59,1,6.048766006272015,1.0986122886681098,2,2,122,At Risk Loyal
119,12494.0,16,7,1218.65,4,7.106319211321956,2.0794415416798357,4,3,443,Loyal Customers
120,12497.0,82,1,1017.35,2,6.925938949415766,0.6931471805599453,1,3,213,At Risk Loyal
121,12498.0,21,3,394.55,3,5.9802772014674055,1.3862943611198906,3,2,332,Potential Loyalists
122,12500.0,23,11,3763.19,3,8.233287977645952,2.4849066497880004,4,4,344,Loyal Customers
123,12501.0,337,1,2142.9900000000002,1,7.670423858000711,0.6931471805599453,1,4,114,At Risk Loyal
124,12502.0,96,5,3368.57,2,8.12254041876612,1.791759469228055,3,4,234,Loyal Customers
125,12504.0,18,2,472.9,4,6.1609963289735425,1.0986122886681098,2,2,422,New Customers
126,12506.0,233,1,73.5,1,4.310799125385514,0.6931471805599453,1,1,111,At Risk Loyal
127,12507.0,134,3,1126.96,2,7.028165970436341,1.3862943611198906,3,3,233,Loyal Customers
128,12508.0,26,2,397.88,3,5.988660619775247,1.0986122886681098,2,2,322,Potential Loyalists
129,12509.0,284,1,173.45,1,5.161638167632783,0.6931471805599453,1,1,111,At Risk Loyal
130,12510.0,143,2,904.27,1,6.808233241746076,1.0986122886681098,2,3,123,At Risk Loyal
131,12512.0,66,2,132.18,2,4.891701596682476,1.0986122886681098,2,1,221,At Risk Loyal
132,12513.0,113,1,603.14,2,6.403805959155578,0.6931471805599453,1,2,212,At Risk Loyal
133,12514.0,267,1,1017.6800000000001,1,6.926262950537877,0.6931471805599453,1,3,113,At Risk Loyal
134,12515.0,353,1,323.55,1,5.7824396074794775,0.6931471805599453,1,2,112,At Risk Loyal
135,12516.0,78,2,1273.43,2,7.150254298808408,1.0986122886681098,2,3,223,At Risk Loyal
136,12517.0,28,5,2451.1,3,7.804700079258755,1.791759469228055,3,4,334,Loyal Customers
137,12518.0,1,5,2020.29,4,7.611491200429578,1.791759469228055,3,4,434,Loyal Customers
138,12519.0,64,1,321.69,2,5.776692110043519,0.6931471805599453,1,2,212,At Risk Loyal
139,12520.0,79,5,2583.46,2,7.857271867634918,1.791759469228055,3,4,234,Loyal Customers
140,12521.0,143,1,590.53,1,6.382712400644558,0.6931471805599453,1,2,112,At Risk Loyal
141,12522.0,39,2,186.62,3,5.234418640697805,1.0986122886681098,2,1,321,Potential Loyalists
142,12523.0,19,11,1762.47,3,7.4750387379067975,2.4849066497880004,4,4,344,Loyal Customers
143,12524.0,9,8,4268.94,4,8.359355054601698,2.1972245773362196,4,4,444,Champions
144,12526.0,1,3,1292.26,4,7.164921441310717,1.3862943611198906,3,3,433,Loyal Customers
145,12527.0,82,3,345.66,2,5.848344472513165,1.3862943611198906,3,2,232,At Risk Loyal
146,12528.0,9,6,1882.68,4,7.540982589329887,1.9459101490553132,4,4,444,Champions
147,12530.0,60,4,1554.83,2,7.349764444270915,1.6094379124341003,3,3,233,Loyal Customers
148,12531.0,15,1,110.22,4,4.711510221759418,0.6931471805599453,1,1,411,New Customers
149,12532.0,30,1,343.73,3,5.842761501937652,0.6931471805599453,1,2,312,Potential Loyalists
150,12534.0,131,1,1066.88,2,6.973430653656771,0.6931471805599453,1,3,213,At Risk Loyal
151,12535.0,92,2,716.35,2,6.575563866544399,1.0986122886681098,2,3,223,At Risk Loyal
152,12536.0,43,3,4289.61,3,8.364184192956051,1.3862943611198906,3,4,334,Loyal Customers
153,12538.0,29,1,363.95,3,5.899760357897641,0.6931471805599453,1,2,312,Potential Loyalists
154,12539.0,22,4,5554.35,3,8.622516706389547,1.6094379124341003,3,4,334,Loyal Customers
155,12540.0,20,17,12520.99,3,9.435241577710464,2.8903717578961645,4,4,344,Loyal Customers
156,12541.0,30,3,915.93,3,6.821031133464871,1.3862943611198906,3,3,333,Loyal Customers
157,12544.0,36,1,346.6,3,5.851052393391237,0.6931471805599453,1,2,312,Potential Loyalists
158,12545.0,75,2,922.09,2,6.827726737874921,1.0986122886681098,2,3,223,At Risk Loyal
159,12546.0,47,2,1096.25,3,7.000562328568344,1.0986122886681098,2,3,323,Potential Loyalists
160,12547.0,198,2,181.7,1,5.207845463383961,1.0986122886681098,2,1,121,At Risk Loyal
161,12548.0,166,1,82.14999999999999,1,4.420646205638937,0.6931471805599453,1,1,111,At Risk Loyal
162,12550.0,79,1,899.58,2,6.803039000203605,0.6931471805599453,1,3,213,At Risk Loyal
163,12551.0,358,1,168.0,1,5.1298987149230735,0.6931471805599453,1,1,111,At Risk Loyal
164,12552.0,39,2,362.67,3,5.896246863025796,1.0986122886681098,2,2,322,Potential Loyalists
165,12553.0,8,10,3622.13,4,8.195093572117196,2.3978952727983707,4,4,444,Champions
166,12556.0,50,2,599.56,3,6.397862553264747,1.0986122886681098,2,2,322,Potential Loyalists
167,12557.0,16,5,6624.54,4,8.798687156966672,1.791759469228055,3,4,434,Loyal Customers
168,12558.0,8,1,269.96,4,5.601971208509516,0.6931471805599453,1,1,411,New Customers
169,12559.0,311,2,555.61,1,6.3218648151539,1.0986122886681098,2,2,122,At Risk Loyal
170,12560.0,5,3,2095.41,4,7.64798163699868,1.3862943611198906,3,4,434,Loyal Customers
171,12561.0,303,1,238.85,1,5.480013727948073,0.6931471805599453,1,1,111,At Risk Loyal
172,12562.0,8,7,3698.64,4,8.215990796601329,2.0794415416798357,4,4,444,Champions
173,12564.0,261,1,441.75,1,6.093005276662943,0.6931471805599453,1,2,112,At Risk Loyal
